Varunummer,Namn,Producent,Ursprung,Druvor,Status,Funnen_Vivino_url,Vivino_winery,Vivino_wine_name,Vivino_betyg,Vivino_antal_recensioner,Producer_check,Product_check,Country_ok,Grape_ok,Systembolaget_url
789701,Mia Sparkling Moscato,Freixenet,Spanien,Muscat,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-789701/
5602901,Cava Complicado de Miss Li,Solera Sweden AB,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5602901/
228201,Côté Mas Organic Rosé,Jean-Claude Mas,Frankrike,"Mourvèdre, Syrah",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-228201/
742201,Taittinger Brut Réserve,Taittinger,Frankrike,"Pinot noir, Chardonnay, Pinot meunier",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-742201/
7423401,Bergh Grüner Veltliner Organic,Icon Wines,Österrike,Grüner veltliner,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7423401/
5246801,Dominio Alto Reserva,Fields Wine Company AB,Spanien,,Matchad,https://www.vivino.com/sv/dominio-alto-reserva/w/1720291,Dominio Alto,Reserva,3.8,971,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5246801/
229401,Dreissigacker Riesling Organic Trocken,Weingut Dreissigacker,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/dreissigacker-riesling-organic-dry-rheinhessen-white-wine/w/1410470,Dreissigacker,Riesling Organic Dry,3.8,11170,True,True,True,True,https://www.systembolaget.se/produkt/vin/-229401/
239001,Cantina Zaccagnini Del Tralcetto Montepulciano d’Abruzzo Organic,Ciccio Zaccagnini,Italien,Montepulciano,Matchad,https://www.vivino.com/sv/cantina-zaccagnini-il-vino-dal-tralcetto-montepulciano-d-abruzzo/w/1633194,Cantina Zaccagnini,Il Vino dal Tralcetto Montepulciano d'Abruzzo,3.9,107252,True,True,True,True,https://www.systembolaget.se/produkt/vin/-239001/
629301,Moonlight Manor Chenin Blanc Sauvignon Blanc,Origin Wine Stellenbosch,Sydafrika,"Chenin blanc, Sauvignon blanc, Viognier",Matchad,https://www.vivino.com/sv/overhex-moonlight-manor-chenin-blanc-sauvignon-blanc/w/7672754,Overhex,Moonlight Manor Chenin Blanc - Sauvignon Blanc,3.6,519,False,True,True,True,https://www.systembolaget.se/produkt/vin/-629301/
7244201,ChateauBriand Grand Réserve,Carovin AB,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7244201/
220301,Cuvée Madame Sélection de Mademoiselle,Contemporary Wines AB,Frankrike,"Mourvèdre, Syrah, Cinsault, Grenache",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-220301/
256601,Gazela,Sogrape,Portugal,"Arinto, Loureiro, Trajadura, Azal",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-256601/
7454301,Riunite Lambrusco Farfalle,Cantine Riunite,Italien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7454301/
811902,Ruffino Vinsanto Serelle,Ruffino,Italien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-811902/
215501,Costa Casablanca Pinot Noir,Talagante International Brands,Chile,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-215501/
267002,René Barbier Viña Augusta,René Barbier,Spanien,"Macabeo, Moscatel, Parellada, Xarel-lo",Matchad,https://www.vivino.com/sv/rene-barbier-vina-augusta-semidulce/w/1251457,René Barbier,Viña Augusta Semidulce,3.5,2232,True,True,True,True,https://www.systembolaget.se/produkt/vin/-267002/
560201,Tapiz Chardonnay Viognier,Bodegas Tapiz,Argentina,"Chardonnay, Viognier",Matchad,https://www.vivino.com/sv/tapiz-chardonnay/w/86140,Tapiz,Chardonnay,3.5,1281,True,True,True,True,https://www.systembolaget.se/produkt/vin/-560201/
7661001,François Martenot Petit Chablis Les Ammonites,Francois Martenot,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/francois-martenot-ammonites-petit-chablis/w/4003879,Francois Martenot,Ammonites Petit Chablis,3.7,1781,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7661001/
238701,Ménage à Trois Cabernet Sauvignon,Calwine,USA,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/menage-a-trois-cabernet-sauvignon/w/1376560,Ménage à Trois,Cabernet Sauvignon,3.5,6978,True,True,True,True,https://www.systembolaget.se/produkt/vin/-238701/
302701,Ribera 1 One,Bodegas Aster,Spanien,Tempranillo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-302701/
207301,Org de Rac Shiraz Cabernet Sauvignon Merlot,Org de Rac,Sydafrika,"Cabernet sauvignon, Merlot, Shiraz",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-207301/
277134,Asiotus Vino Bianco Biologico Frizzante,Cuvage Srl,Italien,Glera,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-277134/
2011501,Boca Mar Algarve Reserva,Casa Santos Lima - Companhia das Vinhas S.A.,Portugal,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2011501/
236414,Le Meilleur Pinot Noir,Oenoforos,Frankrike,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-236414/
2012012,Chardonnayburk,Quarisa Wines,Australien,Chardonnay,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2012012/
9222801,Poggio al Leone Morellino di Scansano Riserva,Tenuta della Famiglia Cecchi,Italien,"Sangiovese, Cabernet sauvignon",Matchad,https://www.vivino.com/sv/val-delle-rose-poggio-al-leone-morellino-di-scansano-riserva/w/3566325,Val delle Rose,Poggio al Leone Morellino di Scansano Riserva,4.0,1815,False,True,True,True,https://www.systembolaget.se/produkt/vin/-9222801/
532801,Monti Garbi Ripasso,Tenuta Sant' Antonio,Italien,,Matchad,https://www.vivino.com/sv/tenuta-sant-antonio-monti-garbi-ripasso-valpolicella-ripasso-red-wine-v-2wkhh/w/5477689,Tenuta Sant'Antonio,Monti Garbi Ripasso,3.8,284,True,True,True,False,https://www.systembolaget.se/produkt/vin/-532801/
668001,Cono Sur Bicicleta Gewürztraminer,Viña Cono Sur,Chile,Gewürztraminer,Matchad,https://www.vivino.com/sv/cono-sur-bicicleta-reserva-gewurztraminer/w/6977641,Cono Sur,Bicicleta Reserva Gewürztraminer,3.7,16115,True,True,True,True,https://www.systembolaget.se/produkt/vin/-668001/
7765301,Grande Cuvée La Maison Rosé,Vini Bella Terra,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7765301/
5531501,Hola MZ Cava Rosé by Måns Zelmerlöw,Barcelona Brands S.L,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5531501/
742401,Veuve Clicquot Brut Gula Änkan,Veuve Clicquot,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-742401/
225614,Maison Petit Perle Le Petit Petit Grenache,Vignobles de Cicéron,Frankrike,Grenache,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-225614/
253501,Minimalista Monastrell,Wiberica Biotec S.L.,Spanien,Monastrell,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-253501/
9504101,Côtes-du-Rhône Villages Séguret La Ferme du Mont,La Ferme du Mont,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9504101/
796135,Ginger Prince Rosé Bubbles,Fowles Wine,Australien,"Shiraz, Riesling, Chardonnay, Vermentino",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-796135/
2005235,Alto Molino Chardonnay,Artel inc,Argentina,Chardonnay,Matchad,https://www.vivino.com/sv/alto-molino-chardonnay-cafayate/w/5410003,Alto Molino,Chardonnay,3.4,276,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2005235/
2010702,Château Tirecul La Gravière Les Pins,Bruno Bilancini El,Frankrike,,Matchad,https://www.vivino.com/sv/chateau-tirecul-la-graviere-les-pins-monbazillac/w/1100398,Tirecul la Gravière,Les Pins Monbazillac,3.9,1125,True,True,True,False,https://www.systembolaget.se/produkt/vin/-2010702/
7201001,Finca Almendral Reserva,Urban Wines,Spanien,,Matchad,https://www.vivino.com/sv/finca-almendral-reserva/w/12943545,Finca Almendral,Reserva,3.6,37,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7201001/
234201,Almodí Especial Garnatxa Peluda,Altavins Viticultors,Spanien,Garnatxa peluda,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-234201/
219901,Christina Carnuntum Organic,Weingut Franz Netzl,Österrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-219901/
9410801,Free to Be Concrete Carbonic Pinotage,Remhoogte Wine Estate,Sydafrika,Pinotage,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9410801/
7482501,¡Hola! Mediterráneo Gran Cuvée Blanc de Blancs,Barcelona Brands S.L,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7482501/
249201,Nizza Scrimaglio,Vite Colte,Italien,Barbera,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-249201/
224701,Chin Chin,Viña Morande,Chile,"Cabernet sauvignon, Carmenère",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-224701/
221601,Cava 1+1=3 Brut Rosé Pinot Noir Organic,1+1=3 U Mes U Fan Tres S.L.,Spanien,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-221601/
7788901,P.Lex Prosecco Brut,Icon Wines,Italien,Glera,Matchad,https://www.vivino.com/sv/p-lex-prosecco-brut-organic/w/1677885,P.Lex,Prosecco Brut Organic,3.5,4409,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7788901/
754401,Pirie Traditional Method,Brown Family Wine Group,Australien,"Pinot noir, Chardonnay",Matchad,https://www.vivino.com/sv/pirie-brut/w/2132676,Pirie,Brut,3.8,479,True,True,True,True,https://www.systembolaget.se/produkt/vin/-754401/
259101,Children of the revolution Pinot Noir,Fourth Wave Wine,Australien,Pinot noir,Matchad,https://www.vivino.com/sv/children-of-the-revolution-pinot-noir/w/8837330,Children of the Revolution,Pinot Noir,3.5,3305,True,True,True,True,https://www.systembolaget.se/produkt/vin/-259101/
5304901,La Scoperta Barbera d´Asti,Cantine Pirovano,Italien,Barbera,Matchad,https://www.vivino.com/sv/famiglia-occello-la-scoperta-barbera-d-asti/w/10018861,Famiglia Occello,La Scoperta Barbera d'Asti,3.5,836,False,True,True,True,https://www.systembolaget.se/produkt/vin/-5304901/
8110901,Bergh Riesling Organic,Icon Wines,Österrike,Riesling,Matchad,https://www.vivino.com/sv/gruber-roschitz-bergh-ludwig-riesling-klassik/w/8577750,Gruber Röschitz,Bergh Ludwig Riesling Klassik,3.8,1549,False,True,True,True,https://www.systembolaget.se/produkt/vin/-8110901/
7131201,Feldhaus Riesling,Fields Wine Company AB,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/moselland-feldhaus-riesling/w/12603216,Moselland,Feldhaus Riesling,3.7,216,False,True,True,True,https://www.systembolaget.se/produkt/vin/-7131201/
9502501,Sybille Kuntz Riesling Qualitätswein trocken,Weingut Sybille Kuntz,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/sybille-kuntz-riesling-trocken/w/1888760,Sybille Kuntz,Riesling Trocken,4.0,3985,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9502501/
635701,Adobe Reserva Rosé,Viñedos Emiliana,Chile,"Cabernet sauvignon, Syrah, Merlot",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-635701/
9001901,Ricossa Monferrato Nebbiolo,Ricossa SRL,Italien,Nebbiolo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9001901/
7835901,Petite Cuvée Madame,Contemporary Wines AB,Frankrike,"Syrah, Cinsault, Grenache, Mourvèdre, Cabernet sauvignon",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7835901/
9294534,Meinklang Knusprig Grüner Veltliner,Djuce YesWeCan SL,Österrike,Grüner veltliner,Matchad,https://www.vivino.com/sv/meinklang-knusprig-gruner-veltliner/w/12370500,Meinklang,Knusprig Grüner Veltliner,0.0,24,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9294534/
252901,Stoneleigh Wild Valley Sauvignon Blanc,Vinarchy,Nya Zeeland,Sauvignon blanc,Matchad,https://www.vivino.com/sv/stoneleigh-wild-valley-sauvignon-blanc-marlborough/w/5017188,Stoneleigh,Wild Valley Sauvignon Blanc,3.8,1420,True,True,True,True,https://www.systembolaget.se/produkt/vin/-252901/
753601,Pol Roger Brut Vintage,Pol Roger,Frankrike,"Pinot noir, Chardonnay",Matchad,https://www.vivino.com/sv/pol-roger-brut-vintage-champagne/w/11781,Pol Roger,Brut Vintage Champagne,4.3,27647,True,True,True,True,https://www.systembolaget.se/produkt/vin/-753601/
796606,Baglietti Prosecco Organic,47 Anno Domini,Italien,Glera,Matchad,https://www.vivino.com/sv/baglietti-organic-prosecco-prosecco/w/11264402,Baglietti,Organic Prosecco,3.6,949,True,True,True,True,https://www.systembolaget.se/produkt/vin/-796606/
260914,GOSA Organic Rosé,Bodegas Juan Gil,Spanien,"Syrah, Tempranillo",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-260914/
226901,Kleine Zalze Cellar Selection Fairtrade Red Blend,Kleine Zalze,Sydafrika,"Cabernet sauvignon, Sangiovese, Shiraz",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-226901/
9021301,On L’appelle Négrette Fronton Rouge,Château Coutinel,Frankrike,Négrette,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9021301/
5694501,Tissot & Potel La Sixième Côte Chardonnay,MICHEL TISSOT,Frankrike,"Chardonnay, Savagnin",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5694501/
7374001,Isabel Costa Blanc de Blancs Brut,Riley Vinum S.L.,Spanien,"Macabeo, Chardonnay",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7374001/
670214,Lubanzi Sparkling Cinsault Rosé,Lubanzi Wines,Sydafrika,Cinsault,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-670214/
9325901,Luigi Bosca De Sangre Malbec,Leoncio Arizu,Argentina,Malbec,Matchad,https://www.vivino.com/sv/luigi-bosca-de-sangre-malbec-lujan-de-cuyo/w/51934,Luigi Bosca,De Sangre Malbec,4.1,59046,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9325901/
1663201,Bonterra Chardonnay,Bonterra Vineyards,USA,Chardonnay,Matchad,https://www.vivino.com/sv/bonterra-chardonnay/w/650,Bonterra,Chardonnay,3.7,15133,True,True,True,True,https://www.systembolaget.se/produkt/vin/-1663201/
229201,Côtes du Jura Chardonnay,Fruitière Vinicole d' Arbois,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/fruitiere-vinicole-de-pupillin-chardonnay-cotes-du-jura/w/1952712,Fruitière Vinicole de Pupillin,Chardonnay Côtes du Jura,3.5,137,False,True,True,True,https://www.systembolaget.se/produkt/vin/-229201/
2014001,Reyneke Organic Red,Vinimark Trading,Sydafrika,"Syrah, Cabernet sauvignon, Merlot",Matchad,https://www.vivino.com/sv/reyneke-vinehugger-red/w/6976870,Reyneke,Vinehugger Red,3.4,268,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2014001/
9614601,Domaine Laroche Chablis Premier Cru Les Montmains,Domaine Laroche,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/laroche-chablis-premier-cru-les-montmains/w/2591110,Laroche,Chablis Premier Cru Les Montmains,4.1,1371,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9614601/
287501,Richard Crémant du Jura Brut Nature Blanc de blancs,RICHARD FAMILY SARL,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/richard-cremant-du-jura-brut-nature-blanc-de-blancs/w/12978819,Richard,Crémant du Jura Brut Nature Blanc de Blancs,3.6,765,True,True,True,True,https://www.systembolaget.se/produkt/vin/-287501/
9589701,Heartland Director's Cut Shiraz,Heartland Wines,Australien,Shiraz,Matchad,https://www.vivino.com/sv/heartland-wines-pty-ltd-director-s-cut-shiraz/w/2042,Heartland,Director's Cut Shiraz,4.1,7754,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9589701/
207801,Calvet Saumur-Champigny,Dulong Calvet,Frankrike,Cabernet franc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-207801/
2017301,Abrigados Reserva,Adega Castelo Rodrigo,Portugal,"Touriga naçional, Alfrocheiro, Tinta roriz, Touriga franca",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2017301/
226201,La Bastide Blanche,Earl Bronzo,Frankrike,"Mourvèdre, Grenache, Carignan, Cinsault",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-226201/
9520001,Brisas del Este Blend Selection Bodega Brisas,Bodega Brisas,Uruguay,,Matchad,https://www.vivino.com/sv/brisas-del-este-blend-selection/w/7732992,Brisas del Este,Blend Selection,3.5,377,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9520001/
9298401,Bulle Nature Pétillant naturel,Famille Vaillant- Les Grandes Vignes,Frankrike,"Chenin blanc, Groslot gris, Cabernet franc, Chardonnay",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9298401/
2018601,Pflüger Red Balloon Cuvée,Weinkontor A.&J. Pflüger,Tyskland,"Pinot noir, Dornfelder, Merlot",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2018601/
3247201,Le Volte dell'Ornellaia,Ornellaia,Italien,"Cabernet sauvignon, Merlot, Petit verdot",Matchad,https://www.vivino.com/sv/ornellaia-le-volte-tuscany/w/1480684,Ornellaia,Le Volte,4.0,106525,True,True,True,True,https://www.systembolaget.se/produkt/vin/-3247201/
9399801,Haurus Olaszrizling,Grócz Márkné,Ungern,,Matchad,https://www.vivino.com/sv/haurus-olaszrizling/w/13430456,Haurus,Olaszrizling,3.6,122,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9399801/
206605,Jacob's Creek Organic Shiraz Cabernet,Vinarchy,Australien,"Cabernet sauvignon, Shiraz",Matchad,https://www.vivino.com/sv/jacob-s-creek-organic-shiraz-cabernet/w/4298006,Jacob's Creek,Organic Shiraz - Cabernet,3.2,1166,True,True,True,True,https://www.systembolaget.se/produkt/vin/-206605/
9516001,Medici Ermete Concerto Lambrusco Reggiano,Medici Ermete & Figli,Italien,Lambrusco salamino,Matchad,https://www.vivino.com/sv/medici-ermete-concerto-lambrusco-reggiano/w/1171631,Medici Ermete,Concerto Lambrusco Reggiano,3.8,10130,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9516001/
7305901,Zengarello Barolo,Urban Wines,Italien,Nebbiolo,Matchad,https://www.vivino.com/sv/zengarello-barolo/w/7336493,Zengarello,Barolo,3.8,5034,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7305901/
7327901,Langhe Rosso,G.D. Vajra,Italien,"Barbera, Dolcetto, Nebbiolo",Matchad,https://www.vivino.com/sv/g-d-vajra-langhe-rosso/w/1100132,G.D. Vajra,Langhe Rosso,3.8,26572,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7327901/
7748801,Langhe Nebbiolo Leunin,Giacosa Fratelli,Italien,Nebbiolo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7748801/
773701,Charles Wantz Crémant d'Alsace Carte Noir Brut,Charles Wantz,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-773701/
229701,Chavin Sauvignon Blanc Côtes de Gascogne,Domaines Pierre Chavin,Frankrike,"Colombard, Gros manseng, Sauvignon blanc",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-229701/
2017101,The Low Blanc de Blancs,United Drinks Europe BV,Tyskland,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2017101/
236301,Bardolino Chiaretto La Sogara Rosé Cottini SPA,Cottini SPA,Italien,"Corvina, Molinara, Corvinone",Matchad,https://www.vivino.com/sv/la-sogara-bardolino-chiaretto/w/5204124,La Sogara,Bardolino Chiaretto,3.7,1165,True,True,True,True,https://www.systembolaget.se/produkt/vin/-236301/
2010201,Jurtschitsch Riesling Platin,Weingut Jurtschitsch,Österrike,Riesling,Matchad,https://www.vivino.com/sv/weingut-jurtschitsch-platin-riesling/w/20044,Jurtschitsch,Platin Riesling,3.7,1908,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2010201/
773101,Vilarnau Brut Nature Organic,Gonzalez Byass,Spanien,"Macabeo, Parellada, Xarel-lo",Matchad,https://www.vivino.com/sv/es-vilarnau-cava-organic-brut-nature/w/1275502,Vilarnau,Cava Organic Brut Nature,3.5,2728,True,True,True,True,https://www.systembolaget.se/produkt/vin/-773101/
7245801,Les Dauphins Côtes du Rhône Organic Rouge,Cellier des Dauphins,Frankrike,"Grenache, Syrah, Mourvèdre",Matchad,https://www.vivino.com/sv/cellier-des-dauphins-les-dauphins-organic-cotes-du-rhone-rouge/w/4898999,Cellier des Dauphins,Les Dauphins Organic Côtes du Rhône Rouge,3.4,1230,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7245801/
9388201,Adalia Valpolicella Ripasso Superiore Balt,Azienda Agricola Camerani Marinella,Italien,,Matchad,https://www.vivino.com/sv/adalia-balt-valpolicella-ripasso-superiore/w/1370718,Adalia Azienda Agricola,Balt Valpolicella Ripasso Superiore,3.8,1354,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9388201/
252201,Logan Weemala Shiraz Logan Wines,Logan Wines,Australien,"Shiraz, Viognier",Matchad,https://www.vivino.com/sv/au-logan-weemala-shiraz/w/1503100,Logan,Weemala Shiraz,3.6,491,True,True,True,False,https://www.systembolaget.se/produkt/vin/-252201/
645701,Crozes-Hermitage Terrasse Des Chassis,Terranea,Frankrike,Syrah,Matchad,https://www.vivino.com/sv/terrasse-des-chassis-crozes-hermitage/w/3307301,Terrasse des Chassis,Crozes-Hermitage,3.6,86,True,True,True,False,https://www.systembolaget.se/produkt/vin/-645701/
5829001,Pitch Algarve Reserva,Casa Santos Lima - Companhia das Vinhas S.A.,Portugal,"Syrah, Touriga naçional, Alicante bouschet",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5829001/
228101,Fat Bastard Syrah,The Fat Bastard Wine Company,Frankrike,Syrah,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-228101/
2018001,La Belle Extra Brut Blanc de Blancs,Chaquepe,Argentina,Chardonnay,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2018001/
657801,District 7 Pinot Noir,Scheid Family Wines,USA,Pinot noir,Matchad,https://www.vivino.com/sv/district-7-pinot-noir/w/1433477,District 7,Pinot Noir,3.5,9559,True,True,True,True,https://www.systembolaget.se/produkt/vin/-657801/
