Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,Vivino_betyg,Vivino_antal_recensioner,Matchningssäkerhet,Matchningskälla,Vivino_url
214801,Maison Blanche Rosé,Terra Vecchia,109.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,,3.7,265,,websearch,https://www.vivino.com/sv/maison-blanche-bordeaux-rose/w/3663562
7859601,R Riesling Organic,Ruppertsberger Weinkeller Hoheburg eG,99.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.7,2109,,vertex-ai-search,https://www.vivino.com/sv/ruppertsberger-riesling-organic/w/7923813
1655401,Trapiche Malbec Oak Cask,Bodegas Trapiche,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,3.7,49444,,vertex-ai-search,https://www.vivino.com/sv/trapiche-oak-cask-malbec/w/1135810
157101,Noria Blanc de Noirs Brut,Domaine Villa Noria,99.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,,3.7,188,,vertex-ai-search,https://www.vivino.com/sv/villa-noria-les-infusions-blanc-de-noirs/w/11824092
666101,Rosie Rosé,Apricot,89.0,1000 ml,,Fruktigt & Smakrikt,Chile,"Cabernet sauvignon, Merlot",,,,,
201101,Côtes-du-Rhône E. Guigal,E Guigal,149.0,750 ml,,Kryddigt & Mustigt,Frankrike,"Syrah, Grenache, Mourvèdre",3.7,214,0.86,vivino-sök,https://www.vivino.com/w/7773
625301,Penfolds Koonunga Hill Shiraz Cabernet,Penfolds,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Australien,"Cabernet sauvignon, Shiraz",3.7,828,0.92,vivino-sök,https://www.vivino.com/w/1306
7659801,Viva Valentina Sangiovese,Iconic Wines,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,,,,,
7281901,This is The Idiot Pinot Noir,Enjoy Wine & Spirits,99.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,,3.7,2200,,vertex-ai-search,https://www.vivino.com/sv/enjoy-wine-spirits-this-is-the-idiot-pinot-noir/w/12608407
642001,Apothic Red Winemaker's Blend,Apothic Wines,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,"Cabernet sauvignon, Merlot, Syrah, Zinfandel",,,,,
771101,Asti Cinzano,Cinzano,109.0,750 ml,Glasflaska,Sött,Italien,Muscat,3.7,860,,vertex-ai-search,https://www.vivino.com/sv/cinzano-asti/w/1161009
212001,Sankt Anna Riesling,Weingut Sankt Annaberg,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.7,3865,,websearch,https://www.vivino.com/sv/sankt-anna-riesling/w/1180888
257102,Mateus Rosé,Sogrape,55.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Portugal,"Baga, Rufete, Tinta barroca, Touriga franca",3.7,58750,,vertex-ai-search,https://www.vivino.com/sv/mateus-the-original-rose/w/1253734
203201,Simonsig Chardonnay,Simonsig Estate,109.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Sydafrika,Chardonnay,3.7,91,0.84,vivino-sök,https://www.vivino.com/w/91637
772501,Clotilde Davenne Brut Extra Crémant de Bourgogne,Clotilde Davenne,175.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay",3.7,328,0.87,vivino-sök,https://www.vivino.com/w/7245276
415302,Château du Levant,Château Liots,150.0,375 ml,Glasflaska,Sött,Frankrike,,3.9,2229,,websearch,https://www.vivino.com/sv/liot-chateau-du-levant-sauternes/w/1182644
558501,Petit Chablis La Chablisienne,La Chablisienne,169.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.7,6572,0.81,vivino-sök,https://www.vivino.com/w/1151992
625302,Penfolds Koonunga Hill Shiraz Cabernet,Penfolds,69.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Australien,"Cabernet sauvignon, Shiraz",3.7,828,0.92,vivino-sök,https://www.vivino.com/w/1306
787902,Gancia Prosecco Brut,Gancia,75.0,375 ml,Glasflaska,Torrt vitt,Italien,Glera,,,,,
7737201,Bourgogne Chardonnay Labouré-Roi,Labouré-Roi,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.7,111,0.88,vivino-sök,https://www.vivino.com/w/2407115
2266202,Faustino VII,Faustino Martínez,59.0,375 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Tempranillo, Mazuelo",3.7,352,0.72,vivino-sök,https://www.vivino.com/w/22352
581001,Kloster Eberbach Riesling Kabinett,Kloster Eberbach,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.7,231,0.83,vivino-sök,https://www.vivino.com/w/1409349
546101,Mont-Redon Côtes du Rhône Réserve Rouge,Château Mont-Redon,145.0,750 ml,Lättare glasflaska,,Frankrike,"Grenache, Syrah",3.7,41,0.83,vivino-sök,https://www.vivino.com/w/12488
524401,Gustave Lorentz Gewurztraminer Réserve,Gustave Lorentz,129.0,750 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Gewürztraminer,3.7,29,0.85,vivino-sök,https://www.vivino.com/w/1852779
253701,Nittardi CAB,Fattoria Nittardi,189.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Cabernet sauvignon,3.7,167,,vertex-ai-search,https://www.vivino.com/sv/fattoria-nittardi-caelum-ad-beata-cab/w/13817566
278002,El Coto Blanco,El Coto de Rioja,59.0,375 ml,Glasflaska,Friskt & Fruktigt,Spanien,Viura,3.5,20563,,websearch,https://www.vivino.com/sv/el-coto-blanco/w/8617
811902,Ruffino Vinsanto Serelle,Ruffino,199.0,375 ml,Glasflaska,Sött,Italien,,,,,,
211901,Turckheim Pinot Gris Réserve,Cave de Turckheim,119.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Frankrike,Pinot gris,3.7,7578,,vertex-ai-search,https://www.vivino.com/sv/cave-de-turckheim-reserve-pinot-gris/w/1828535
589901,Georg Breuer Sauvage Riesling,Georg Breuer,159.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.7,601,0.88,vivino-sök,https://www.vivino.com/w/75191
302701,Ribera 1 One,Bodegas Aster,129.0,750 ml,Glasflaska,Stramt & Nyanserat,Spanien,Tempranillo,,,,,
2266201,Faustino VII,Faustino Martínez,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Tempranillo, Mazuelo",3.7,352,0.72,vivino-sök,https://www.vivino.com/w/22352
9238801,Thorn-Clarke Sandpiper Barossa Shiraz,Thorn-Clarke Wines,129.0,750 ml,Glasflaska,,Australien,Shiraz,3.7,1592,,vertex-ai-search,https://www.vivino.com/sv/thorn-clarke-wines-sandpiper-shiraz/w/2208664
2015901,Norton Barrel Select Malbec,Bodega Norton,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,3.6,24975,,websearch,https://www.vivino.com/sv/bodega-norton-barrel-select-malbec/w/1136013
5520601,Petite Orange Pinot Gris,Iconic Wines,119.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Pinot gris,3.6,1993,,websearch,https://www.vivino.com/sv/iconic-wines-wine-of-sweden-petite-orange-pinot-gris/w/10479505
2201801,Porta 6 Branco,Vidigal wines,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Portugal,"Fernão pires, Arinto, Alvarinho",3.7,10894,,vertex-ai-search,https://www.vivino.com/sv/porta-6-branco/w/3904933
5489308,Fontanafredda Piemonte Barbera Nebbiolo,Fontanafredda,299.0,3000 ml,,Fruktigt & Smakrikt,Italien,"Barbera, Nebbiolo",3.7,272,,vertex-ai-search,https://www.vivino.com/sv/fontanafredda-barbera-nebbiolo-piedmont/w/12318197
7021701,Les Sorts Selecció,Celler el  Masroig,119.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,"Carignan, Grenache, Syrah",3.7,4695,,vertex-ai-search,https://www.vivino.com/sv/el-masroig-les-sorts-seleccio-montsant/w/7134396
273401,Marqués de Cáceres Crianza,Bodegas Marqués de Cáceres,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Tempranillo, Garnacha, Graciano",3.7,109438,,vertex-ai-search,https://www.vivino.com/sv/bodegas-marques-de-caceres-crianza/w/10247
5192901,Bourgogne Aligoté Clotilde Davenne,Clotilde Davenne,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Aligoté,3.7,129,0.83,vivino-sök,https://www.vivino.com/w/1117577
227501,Muscadet Sèvre et Maine sur lie,Gadais Père & Fils,99.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Melon de bourgogne,3.7,3192,,vertex-ai-search,https://www.vivino.com/sv/gadais-pere-and-fils-domaine-de-la-tourmaline-muscadet-de-sevre-et-maine-sur-lie/w/1144992
747102,Bonnet Perle Rosée Brut,Alexandre Bonnet,255.0,375 ml,Glasflaska,Rosé,Frankrike,,3.7,2310,,vertex-ai-search,https://www.vivino.com/sv/alexandre-bonnet-perle-rosee-brut-champagne/w/1286508
9283701,Vallegre Touriga Nacional,Vallegre Vinhos do Porto,169.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Portugal,Touriga naçional,3.8,757,,websearch,https://www.vivino.com/sv/vallegre-touriga-nacional/w/6783712
297101,Sister's Run Old Testament Coonawarra Cabernet Sauvignon,Sister's Run Wine Company,115.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Australien,,3.7,8781,,vertex-ai-search,https://www.vivino.com/sv/sister-s-run-old-testament-cabernet-sauvignon-coonawarra/w/1583481
7152901,Chinon Cuisine de ma Mere,Domaine Grosbois,149.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,Cabernet franc,3.7,505,0.95,vivino-sök,https://www.vivino.com/w/1300916
450002,Saint Auriol Chatelaine La Clape,Les Domaines Auriol,79.0,375 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Syrah, Grenache, Carignan",3.7,5762,,vertex-ai-search,https://www.vivino.com/sv/claude-vialade-chatelaine-la-clape/w/5769983
752002,Crémant d'Alsace Chardonnay,Domaine Fernand Engel,99.0,375 ml,Glasflaska,Torrt vitt,Frankrike,Chardonnay,3.7,5094,0.96,vivino-sök,https://www.vivino.com/w/2440064
280901,Casa Relvas Touriga Nacional,Casa Relvas,139.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,Touriga naçional,3.7,253,0.86,vivino-sök,https://www.vivino.com/w/11014564
7398801,Côtes de Saumon Chardonnay Sauvignon Blanc,Jean Biecher,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Chardonnay, Sauvignon blanc",3.7,598,,vertex-ai-search,https://www.vivino.com/sv/jean-biecher-cotes-de-saumon-chardonnay-sauvignon-blanc-vin-de-pays-vignobles-de-france/w/4320277
7576401,Belleruche Côtes-du-Rhône Chapoutier,Chapoutier,139.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,"Grenache, Syrah",3.7,390,0.91,vivino-sök,https://www.vivino.com/w/20671
7342201,Gérard Bertrand Corbières,Gérard Bertrand,139.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Grenache, Mourvèdre, Syrah",3.7,37,0.81,vivino-sök,https://www.vivino.com/w/9823560
7528501,Villarini Nero d'Avola,Icon Wines,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Nero d'avola,3.7,7111,,vertex-ai-search,https://www.vivino.com/sv/villarini-sicilia-nero-d-avola-organic/w/5447307
562101,Laroche Bourgogne Réserve,Domaine Laroche,149.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,3.7,3722,,vertex-ai-search,https://www.vivino.com/sv/laroche-bourgogne-reserve-chardonnay/w/1261418
209501,GRW Saperavi,GRW (Georgian Royal Wine),99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Georgien,Saperavi,3.7,1927,,websearch,https://www.vivino.com/sv/grw-georgian-royal-saperavi-saperavi-kakheti/w/3630344
109801,Campo Luz Roble,Vinos de la Luz,109.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,Tempranillo,3.7,944,,vertex-ai-search,https://www.vivino.com/sv/campo-luz-roble/w/12229131
233801,Kir-Yianni Assyrtiko,Kir-Yianni Estate,119.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Grekland,Assyrtiko,3.7,3185,,vertex-ai-search,https://www.vivino.com/sv/kir-yianni-assyrtiko/w/5657996
450001,Saint Auriol Chatelaine La Clape,Les Domaines Auriol,139.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Syrah, Grenache, Carignan",3.7,5762,,vertex-ai-search,https://www.vivino.com/sv/claude-vialade-chatelaine-la-clape/w/5769983
229701,Chavin Sauvignon Blanc Côtes de Gascogne,Domaines Pierre Chavin,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Colombard, Gros manseng, Sauvignon blanc",,,,,
558802,Petit Chablis Domaine Sainte Claire J M Brocard,J M Brocard,99.0,375 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.7,5756,,vertex-ai-search,https://www.vivino.com/sv/jean-marc-brocard-domaine-sainte-claire-petit-chablis/w/1193438
236301,Bardolino Chiaretto La Sogara Rosé Cottini SPA,Cottini SPA,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Italien,"Corvina, Molinara, Corvinone",,,,,
568801,Bourgogne Blanc Jurassique J M Brocard,J M Brocard,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.7,1820,,vertex-ai-search,https://www.vivino.com/sv/jean-marc-brocard-chardonnay-bourgogne-jurassique/w/1218308
247801,Zecci Verdicchio dei Castelli di Jesi Classico Organic,Piersanti,119.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Italien,,3.6,1979,,websearch,https://www.vivino.com/sv/piersanti-zecci-collezione-verdicchio-dei-castelli-di-jesi-classico/w/1170442
550001,Bourgogne Aligoté Joseph Drouhin,Joseph Drouhin,179.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Aligoté,3.7,4811,,vertex-ai-search,https://www.vivino.com/sv/joseph-drouhin-bourgogne-aligote/w/24069
753701,Barton & Guestier Crémant de Bourgogne,Barton & Guestier,139.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,3.7,2953,,vertex-ai-search,https://www.vivino.com/sv/barton-guestier-cremant-de-bourgogne-brut/w/7540474
7630801,1909 Righetti Ripasso,Luigi Righetti,129.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,3.7,180,,vertex-ai-search,https://www.vivino.com/sv/luigi-righetti-nineteen-zero-nine-valpolicella-ripasso-classico-superiore/w/10412960
7598601,Allesverloren Chenin Blanc,Allesverloren Wine Estate,119.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Sydafrika,Chenin blanc,3.7,101,0.82,vivino-sök,https://www.vivino.com/w/5279043
7194701,Côtes du Rhône Blanc,E Guigal,149.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,"Viognier, Roussanne, Clairette, Bourboulenc, Grenache blanc",3.7,32668,0.87,vivino-sök,https://www.vivino.com/w/7775
241201,Mezzacorona Pinot Grigio Riserva,Mezzacorona,109.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Italien,Pinot grigio,3.7,106,,vertex-ai-search,https://www.vivino.com/sv/mezza-corona-premium-collection-pinot-grigio-riserva-trentino/w/12789942
7608301,Bourgogne Chardonnay J M Brocard,J M Brocard,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.7,1819,,vertex-ai-search,https://www.vivino.com/sv/jean-marc-brocard-chardonnay-bourgogne/w/1789837
360101,Château Quinsac Bordeaux Supérieur,Château de Seguin,150.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Merlot, Cabernet sauvignon, Malbec, Cabernet franc",3.7,4575,,websearch,https://www.vivino.com/sv/chateau-quinsac-bordeaux-superieur-bordeaux-superieur/w/4878678
7428501,Silverboom Special Reserve Shiraz Merlot,Taster Wine,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,"Merlot, Shiraz",3.7,16173,,vertex-ai-search,https://www.vivino.com/sv/silverboom-shiraz-merlot-special-reserve/w/2375084
629001,McManis Viognier,McManis Family Vineyards,99.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,USA,Viognier,3.7,205,0.83,vivino-sök,https://www.vivino.com/w/2230
644701,Chateau Ste Michelle Chardonnay,Chateau Ste Michelle,129.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,Chardonnay,3.7,28369,,vertex-ai-search,https://www.vivino.com/sv/chateau-ste-michelle-chardonnay/w/1439
9280601,SHABO Telti-Kuruk Reserve,SHABO,179.0,750 ml,,,Ukraina,,3.7,312,,vertex-ai-search,https://www.vivino.com/sv/shabo-reserve-telti-kuruk/w/5672550
281302,Mont-Redon Côtes du Rhône Réserve Blanc,Château Mont-Redon,105.0,375 ml,Glasflaska,,Frankrike,"Grenache blanc, Viognier",3.7,41,0.92,vivino-sök,https://www.vivino.com/w/12488
797001,De Bortoli Family Selection Brut Cuvée,De Bortoli Wines Pty Ltd,89.0,750 ml,Lättare glasflaska,Torrt vitt,Australien,"Chardonnay, Pinot noir",3.4,1309,,websearch,https://www.vivino.com/sv/de-bortoli-db-family-selection-brut-cuvee/w/6966482
