Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,Vivino_betyg,Vivino_antal_recensioner,Matchningssäkerhet,Matchningskälla,Vivino_url
5253301,Jérôme Arnoux Tradition,Jérôme Arnoux,199.0,750 ml,Glasflaska,Mjukt & Bärigt,Frankrike,"Pinot noir, Trousseau, Poulsard",3.9,5722,,vertex-ai-search,https://www.vivino.com/sv/jerome-arnoux-tradition/w/9731266
381401,Les Hauts de Granget,Union de Producteurs de Saint-Émilion,219.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Merlot, Cabernet franc",3.9,6317,,vertex-ai-search,https://www.vivino.com/sv/union-de-producteurs-de-saint-emilion-les-hauts-de-granget-saint-emilion-grand-cru/w/1163453
7327901,Langhe Rosso,G.D. Vajra,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Barbera, Dolcetto, Nebbiolo",,,,,
755501,Bonnet Grande Réserve Brut,Alexandre Bonnet,329.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay",3.9,7734,0.85,vivino-sök,https://www.vivino.com/w/1462311
2281701,Cafaggio Chianti Classico,Basilica Cafaggio,179.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,3.9,56,0.83,vivino-sök,https://www.vivino.com/w/1983514
7038401,Borgogno Langhe Rosso,Giacomo Borgogno & Figli,149.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Barbera, Dolcetto, Freisa, Merlot",3.7,6664,,websearch,https://www.vivino.com/sv/borgogno-langhe-rosso/w/2663754
768606,André Clouet Grande Réserve,André Clouet,789.0,1500 ml,Glasflaska,Torrt vitt,Frankrike,,3.9,19959,,vertex-ai-search,https://www.vivino.com/sv/andre-clouet-grande-reserve-brut-champagne-grand-cru-bouzy/w/1108849
295501,Punt Road Pinot Noir,Punt Road Wines,179.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Australien,Pinot noir,3.7,3817,,websearch,https://www.vivino.com/sv/punt-road-pinot-noir-napoleone-vineyard/w/1677926
9401906,Domaene Gobelsburg Rosé,Schloss Gobelsburg,279.0,1500 ml,Lättare glasflaska,Friskt & Bärigt,Österrike,Zweigelt,3.9,46,1.0,vivino-sök,https://www.vivino.com/w/1739434
222101,Rocca Guicciarda Riserva,Ricasoli,169.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.9,945,0.87,vivino-sök,https://www.vivino.com/w/1151294
270001,Chianti del Barone Ricasoli,Ricasoli,109.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Sangiovese,3.5,14734,,websearch,https://www.vivino.com/sv/ricasoli-chianti/w/12210
737202,Palmer & Co La Réserve Brut,Palmer & Co,239.0,375 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",3.9,15247,0.83,vivino-sök,https://www.vivino.com/w/2243607
7653501,Piemonte Barbera Appassimento,San Silvestro,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,,,,,
8313601,Arndorfer Grüner Veltliner,Weingut Arndorfer,189.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,,,,,
9127901,The Misfits Grenache,Ken Forrester,199.0,750 ml,Glasflaska,Mjukt & Bärigt,Sydafrika,Grenache,3.9,301,,vertex-ai-search,https://www.vivino.com/sv/ken-forrester-the-misfits-grenache/w/11804008
272301,Rocca Guicciarda Riserva,Ricasoli,169.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Sangiovese, Canaiolo, Merlot",3.9,945,0.87,vivino-sök,https://www.vivino.com/w/1151294
730601,Langhe Nebbiolo Pio Cesare,Pio Cesare,225.0,750 ml,Lättare glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,3.9,12303,,vertex-ai-search,https://www.vivino.com/sv/pio-cesare-nebbiolo/w/22549
9386501,Vranec Luda Mara,Tikves Winery,140.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Nordmakedonien,Vranac,3.9,1177,,vertex-ai-search,https://www.vivino.com/sv/tikves-luda-mara-vranec/w/12655079
7437301,Beaumont des Crayeres Fleur de Prestige,Beaumont des Crayeres,349.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir, Pinot meunier",3.9,1324,,vertex-ai-search,https://www.vivino.com/sv/champagne-beaumont-des-crayeres-champagne-fleur-de-prestige-millesime-brut/w/83964
282515,Adega de Monção Alvarinho,Adega de Monção,49.0,250 ml,Burk,Friskt & Fruktigt,Portugal,Alvarinho,3.9,17080,,vertex-ai-search,https://www.vivino.com/sv/adega-de-moncao-alvarinho-deu-la-deu/w/1150168
2010801,Pieropan Soave Classico,Pieropan,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,"Garganega, Trebbiano",3.9,186,0.88,vivino-sök,https://www.vivino.com/w/22925
2154001,DeLoach Heritage Reserve Pinot Noir,DeLoach Vineyards,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,USA,Pinot noir,3.9,345,0.94,vivino-sök,https://www.vivino.com/w/1141982
9220001,Lagar de Cervera Albariño,Lagar de Fornelos,189.0,750 ml,Glasflaska,Friskt & Fruktigt,Spanien,Albariño,3.9,15604,,vertex-ai-search,https://www.vivino.com/sv/lagar-de-cervera-albarino/w/1569801
9486401,Domaine Pellé Menetou-Salon Morogues,Domaine Pellé,249.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.9,5309,,websearch,https://www.vivino.com/sv/henry-pelle-menetou-salon-morogues-blanc/w/1195860
9488401,Supersónico Garnacha Frontonio,Bodegas Frontonio,280.0,750 ml,Glasflaska,Mjukt & Bärigt,Spanien,Garnacha,3.9,1824,,vertex-ai-search,https://www.vivino.com/sv/frontonio-supersonico-garnacha/w/4968370
9256201,Altos Las Hormigas Vision Sur Malbec,Altos Las Hormigas,269.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,3.9,27,,vertex-ai-search,https://www.vivino.com/sv/altos-las-hormigas-vision-sur-malbec/w/13644140
9346601,Rosso di Montalcino Pian Dell´Orino,Pian dell' Orino,849.0,750 ml,Glasflaska,,Italien,,4.1,303,,websearch,https://www.vivino.com/sv/pian-dell-orino-rosso-di-montalcino/w/5744491
582201,Leitz Eins Zwei Dry Riesling,Josef Leitz,107.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.8,13861,,vertex-ai-search,https://www.vivino.com/sv/leitz-eins-zwei-dry-riesling/w/1218213
591401,Ruppertsberger Hofstück Riesling,Ruppertsberger Weinkeller Hoheburg eG,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.8,9734,,vertex-ai-search,https://www.vivino.com/sv/ruppertsberger-riesling-hofstuck/w/2245334
2018434,Pizzolato Frizzante Rosé,La Cantina Pizzolato,43.0,200 ml,Burk,Rosé,Italien,,3.8,188,,vertex-ai-search,https://www.vivino.com/sv/pizzolato-so-easy-moscato-dolce-frizzante/w/1658531
7294501,Viva Valentina Il Classico,Iconic Wines,125.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Nero d'avola, Merlot",,,,,
2265201,Navajas Crianza,Bodegas Navajas,109.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,3.8,14665,,vertex-ai-search,https://www.vivino.com/sv/navajas-rioja-crianza-tinto/w/78766
5648201,This is The Bomb Appassimento,Enjoy Wine & Spirits,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,3.8,2749,,vertex-ai-search,https://www.vivino.com/sv/enjoy-wine-spirits-this-is-the-bomb-dark-big-appassimento/w/12106545
225701,Abbotts & Delaunay Carignan Vieilles Vignes,Abbotts & Delaunay,99.0,750 ml,,Fruktigt & Smakrikt,Frankrike,Carignan,3.8,706,0.86,vivino-sök,https://www.vivino.com/w/5764568
768801,Louis Bouillot Crémant de Bourgogne Brut,Louis Bouillot,149.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,3.8,48,0.8,vivino-sök,https://www.vivino.com/w/1108718
269001,Kung Fu Girl Riesling,Charles Smith Wines,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,USA,Riesling,3.8,65204,,vertex-ai-search,https://www.vivino.com/sv/charles-smith-kung-fu-girl-riesling/w/1084272
7203801,Ruppertsberger Imperial Riesling,Ruppertsberger Weinkeller Hoheburg eG,115.0,750 ml,Glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.8,11946,,vertex-ai-search,https://www.vivino.com/sv/ruppertsberger-imperial-riesling/w/3436615
235201,Terre du Sud Château de la Liquière,Château de la Liquière famille Vidal Dumoulin,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Grenache, Syrah, Carignan, Cinsault",3.8,273,,websearch,https://www.vivino.com/sv/chateau-de-la-liquiere-terre-du-sud-faugeres-faugeres/w/13690586
269301,Touraine Sauvignon Blanc,Les Vignerons des Coteaux Romanais,119.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.8,189,,vertex-ai-search,https://www.vivino.com/sv/les-vignerons-des-coteaux-romanais-touraine-le-grand-st-vincent-sauvignon-x67d1/w/1305017
458701,Leth Duett Riesling Grüner Veltliner Trocken,Weingut Leth,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,"Riesling, Grüner veltliner",,,,,
7309401,Zins Zinfandel,Fields Wine Co,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Zinfandel,,,,,
259601,Casal Garcia Vinho Verde,Aveleda,78.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Portugal,"Arinto, Loureiro, Trajadura, Azal",3.8,96428,,vertex-ai-search,https://www.vivino.com/sv/casal-garcia-vinho-verde/w/1226459
395801,Château de Seguin,Château de Seguin,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Merlot, Cabernet sauvignon",3.6,22907,,vertex-ai-search,https://www.vivino.com/sv/chateau-de-seguin-bordeaux-superieur/w/1129187
265901,Coto de Imaz Reserva,El Coto de Rioja,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,3.8,4082,0.93,vivino-sök,https://www.vivino.com/w/8622
7373801,King’s Bay Sauvignon Blanc,Icon Wines,135.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,3.8,5896,,websearch,https://www.vivino.com/sv/king-s-bay-sauvignon-blanc/w/5269150
2225701,Gustave Lorentz Riesling Réserve,Gustave Lorentz,125.0,750 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Riesling,3.8,145,0.86,vivino-sök,https://www.vivino.com/w/1214992
8253401,Bouchard Aîné & Fils Chardonnay,Bouchard Aîné et Fils,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.8,2698,,vertex-ai-search,https://www.vivino.com/sv/bouchard-aine-et-fils-chardonnay-bourgogne/w/83011
268601,Sangre de Toro Reserva Organic,Miguel Torres,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Cariñena, Garnacha, Syrah",3.8,25,0.76,vivino-sök,https://www.vivino.com/w/7414824
778101,Louis Bouillot Crémant de Bourgogne Rosé Brut,Louis Bouillot,159.0,750 ml,Glasflaska,Rosé,Frankrike,"Pinot noir, Gamay, Chardonnay",3.8,48,0.81,vivino-sök,https://www.vivino.com/w/1108718
789102,Beaumont de Crayères Grande Réserve Brut,Beaumont des Crayères,201.0,375 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot meunier, Chardonnay, Pinot noir",3.8,11005,0.72,vivino-sök,https://www.vivino.com/w/83953
789101,Beaumont des Crayères Grande Réserve Brut,Beaumont des Crayères,299.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot meunier, Chardonnay, Pinot noir",3.8,11005,0.71,vivino-sök,https://www.vivino.com/w/83953
1241901,Casal di Serra Classico Superiore Umani Ronchi,Umani Ronchi,109.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,Verdicchio,3.8,278,0.83,vivino-sök,https://www.vivino.com/w/3743
2225702,Gustave Lorentz Riesling Réserve,Gustave Lorentz,69.0,375 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Riesling,3.8,145,0.86,vivino-sök,https://www.vivino.com/w/1214992
768806,Louis Bouillot Crémant de Bourgogne Brut,Louis Bouillot,349.0,1500 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Chardonnay, Aligoté, Gamay",3.8,48,0.8,vivino-sök,https://www.vivino.com/w/1108718
250101,El Esteco Malbec,El Esteco,169.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,3.8,6503,,vertex-ai-search,https://www.vivino.com/sv/el-esteco-malbec/w/1788095
223401,Spier Signature Sauvignon Blanc Sémillon,Spier Wines,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Sydafrika,"Sauvignon blanc, Sémillon",3.8,215,0.88,vivino-sök,https://www.vivino.com/w/75117
770801,Gardo & Morris Brut Sauvignon Blanc,Gardo Morris Wines,135.0,750 ml,Lättare glasflaska,Torrt vitt,Nya Zeeland,Sauvignon blanc,3.7,3987,,websearch,https://www.vivino.com/sv/gardo-morris-sauvignon-blanc-sparkling/w/1262089
7052101,The Butcher Pinot Noir,Schwarz,169.0,750 ml,Glasflaska,Kryddigt & Mustigt,Österrike,Pinot noir,3.8,51,1.0,vivino-sök,https://www.vivino.com/w/5576824
292201,Pratsch Grüner Veltliner,Pratsch,112.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,3.8,2013,,vertex-ai-search,https://www.vivino.com/sv/pratsch-matznerhugel-organic-gruner-veltliner/w/9936011
5095701,Beaumont des Crayères Grand Rosé,Beaumont des Crayères,369.0,750 ml,Glasflaska,Rosé,Frankrike,,3.8,864,,vertex-ai-search,https://www.vivino.com/sv/champagne-beaumont-des-crayeres-champagne-grand-rose-brut/w/83963
252601,Domaine Bousquet White Brut,Domaine Bousquet,139.0,750 ml,Lättare glasflaska,Torrt vitt,Argentina,"Chardonnay, Pinot noir",3.8,881,,vertex-ai-search,https://www.vivino.com/sv/domaine-bousquet-gualtallary-organic-brut-rose/w/2564872
669401,Irony Pinot Noir,Irony Wine Cellars,169.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,USA,"Pinot noir, Petite sirah",3.8,3505,,vertex-ai-search,https://www.vivino.com/sv/irony-pinot-noir/w/1155121
7513101,Chablis Bouchard Aîné & Fils,Bouchard Aîné et Fils,175.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.8,5552,,vertex-ai-search,https://www.vivino.com/sv/bouchard-aine-et-fils-chablis/w/83015
201601,Réserve de Bonpas Côtes-du-Rhône,Bonpas,109.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Frankrike,"Grenache, Syrah, Mourvèdre",3.6,15045,,websearch,https://www.vivino.com/sv/bonpas-reserve-de-bonpas-rouge/w/1189827
2014901,Poggiotondo Vermentino Delle Conchiglie,Poggiotondo,129.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,Vermentino,3.8,1061,,vertex-ai-search,https://www.vivino.com/sv/poggiotondo-wines-poggiotondo-vermentino-delle-conchiglie-organic/w/9484260
9509801,Alvarinho La Festa Famille Fabre,Famille Fabre,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Alvarinho,3.8,78,,vertex-ai-search,https://www.vivino.com/sv/famille-fabre-languedoc-roussillon-la-festa-alvarinho/w/13553138
463801,Stellenbosch Reserve Vanderstel,The Stellenbosch Reserve,149.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Sydafrika,"Cabernet sauvignon, Merlot, Petit verdot, Malbec, Cabernet franc",3.8,8240,,vertex-ai-search,https://www.vivino.com/sv/the-stellenbosch-reserve-vanderstel/w/4087344
7327301,Storia di Famiglia Chianti Classico,Cecchi,139.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,3.8,3255,1.0,vivino-sök,https://www.vivino.com/w/5371050
7736601,La Chouette de Champillon Blanc de Noirs,Champagne Autréau,369.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Pinot noir, Pinot meunier",3.8,110,,vertex-ai-search,https://www.vivino.com/sv/la-chouette-de-champillon-blanc-de-noirs-champagne/w/7116397
216401,Villa Wolf Grauburgunder,Villa Wolf,115.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Grauburgunder,3.8,2397,,vertex-ai-search,https://www.vivino.com/sv/wolf-grauburgunder/w/2678854
7861401,Jean-Claude Boisset Bourgogne Pinot Noir Les Ursulines,Jean-Claude Boisset,199.0,750 ml,Glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,3.7,13893,,websearch,https://www.vivino.com/sv/jean-claude-boisset-pinot-noir-bourgogne-les-ursulines/w/1190301
234201,Almodí Especial Garnatxa Peluda,Altavins Viticultors,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,Garnatxa peluda,,,,,
9311401,Juvé & Camps Reserva de la Familia,Juvé & Camps,219.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Xarel-lo, Macabeo, Parellada",3.8,313,0.83,vivino-sök,https://www.vivino.com/w/5932760
2017901,Montespina Verdejo,Avelino Vegas,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,Verdejo,3.8,3162,,vertex-ai-search,https://www.vivino.com/sv/montespina-verdejo/w/2482875
60161001,Roero Arneis Villata,Vite Colte,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,Arneis,3.8,194,1.0,vivino-sök,https://www.vivino.com/w/2142920
7516901,Barbera d'Alba Le Colline,Le Colline SrL,149.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Barbera,3.8,1211,,vertex-ai-search,https://www.vivino.com/sv/le-colline-barbera-d-alba/w/13256226
2225706,Gustave Lorentz Riesling Réserve,Gustave Lorentz,269.0,1500 ml,Glasflaska,Druvigt & Blommigt,Frankrike,Riesling,3.8,145,0.86,vivino-sök,https://www.vivino.com/w/1214992
560001,Jurtschitsch Rosé vom Zweigelt,Weingut Jurtschitsch,125.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Österrike,Zweigelt,3.8,90,0.8,vivino-sök,https://www.vivino.com/w/20058
768802,Louis Bouillot Crémant de Bourgogne Brut,Louis Bouillot,99.0,375 ml,Glasflaska,Torrt vitt,Frankrike,,3.8,48,0.8,vivino-sök,https://www.vivino.com/w/1108718
633901,Gardo & Morris Organic Sauvignon Blanc,Gardo Morris Wines,119.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,3.8,2445,,vertex-ai-search,https://www.vivino.com/sv/gardo-morris-sauvignon-blanc/w/2593426
7100201,Casa Capriolo Governo,Casa Capriolo,109.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,,3.8,4728,,vertex-ai-search,https://www.vivino.com/sv/casa-capriolo-governo-toscana/w/2210944
9040401,Belle Naturelle Grüner Veltliner,Weingut Jurtschitsch,189.0,750 ml,Glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,3.7,3155,,websearch,https://www.vivino.com/sv/weingut-jurtschitsch-belle-naturelle-gruner-veltliner-ernte/w/4606145
220401,Château Bouscassé,Alain Brumont,199.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Tannat, Cabernet franc, Cabernet sauvignon",3.8,22156,,vertex-ai-search,https://www.vivino.com/sv/chateau-bouscasse-madiran/w/3821778
7657001,Leth Grüner Veltliner Familien Reserve,Weingut Leth,129.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,3.7,1803,,websearch,https://www.vivino.com/sv/franz-leth-gruner-veltliner-familien-reserve/w/4764059
296102,Leth Grüner Veltliner Terrassen,Weingut Leth,69.0,375 ml,Glasflaska,Friskt & Fruktigt,Österrike,,3.9,7634,,websearch,https://www.vivino.com/sv/franz-leth-gruner-veltliner-terrassen/w/5291000
225901,Sancerre Les Pierris,Roger Champault et Fils,239.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.8,5337,,websearch,https://www.vivino.com/sv/roger-champault-les-pierris-sancerre-blanc/w/1109407
770601,Asti Martini,Martini Rossi,99.0,750 ml,Glasflaska,Sött,Italien,Muscat,3.8,27681,,vertex-ai-search,https://www.vivino.com/sv/martini-asti/w/4022142
257601,Col d'Orcia Rosso di Montalcino,Col d'Orcia,189.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,3.8,888,0.88,vivino-sök,https://www.vivino.com/w/73470
679202,Campolieti Ripasso,Luigi Righetti,89.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.8,27203,,vertex-ai-search,https://www.vivino.com/sv/luigi-righetti-campolieti-valpolicella-ripasso-classico-superiore/w/1228323
7291701,havn Riesling,Weingut Frey,119.0,750 ml,Glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.8,607,,websearch,https://www.vivino.com/sv/frey-29874-havn-organic-riesling/w/12589195
229201,Côtes du Jura Chardonnay,Fruitière Vinicole d' Arbois,169.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,,,,,
9009901,Bruna Grimaldi Barbera d'Alba Superiore Scassa,Bruna Grimaldi,199.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,3.8,2066,,vertex-ai-search,https://www.vivino.com/sv/bruna-grimaldi-scassa-barbera-d-alba-superiore/w/1137691
138101,Trimbach Riesling,Trimbach,189.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Riesling,3.8,9419,,vertex-ai-search,https://www.vivino.com/sv/trimbach-alsace-riesling-alsace-reserve/w/63714
5099401,Haggan Xinomavro,Artisans Vignerons de Naoussa,169.0,750 ml,Glasflaska,Kryddigt & Mustigt,Grekland,Xynomavro,3.7,1557,,websearch,https://www.vivino.com/sv/haggan-xinomavro/w/11708064
9512301,Carra Château de Lascaux,Château de Lascaux,189.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Grenache, Syrah",3.8,3431,,vertex-ai-search,https://www.vivino.com/sv/chateau-de-lascaux-carra-pic-saint-loup-languedoc-rouge/w/95953
255501,Altitude by Duorum,Duorum Vinhos,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,,3.8,459,,vertex-ai-search,https://www.vivino.com/sv/duorum-altitude-by-duorum-branco/w/12136330
7748801,Langhe Nebbiolo Leunin,Giacosa Fratelli,149.0,750 ml,Lättare glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,,,,,
7747601,Bouchard Aîné & Fils Pinot Noir Rosé,Bouchard Aîné et Fils,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,Pinot noir,3.8,291,,vertex-ai-search,https://www.vivino.com/sv/bouchard-aine-et-fils-pinot-noir-rose/w/8554432
7939301,Von Winning Riesling,Von Winning,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.8,9637,0.89,vivino-sök,https://www.vivino.com/w/1210237
7786501,Louis Bouillot Crémant de Bourgogne Brut Grand Millésimé,Louis Bouillot,169.0,750 ml,,Torrt vitt,Frankrike,"Aligoté, Chardonnay, Pinot noir",3.8,48,0.88,vivino-sök,https://www.vivino.com/w/1108718
7956401,Ropiteau Pinot Noir Grande Réserve,Ropiteau Frères,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,Pinot noir,3.8,109,,vertex-ai-search,https://www.vivino.com/sv/ropiteau-grande-reserve-pinot-noir/w/13330911
7550101,Brancaia Tre,Brancaia,159.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Sangiovese, Merlot, Cabernet sauvignon",3.8,33511,,vertex-ai-search,https://www.vivino.com/sv/brancaia-tre/w/12379
5590401,Scheuermann Vin de Soda,Scheuermann,169.0,750 ml,Glasflaska,Torrt vitt,Tyskland,,3.8,1881,,vertex-ai-search,https://www.vivino.com/sv/scheuermann-pfalz-vin-de-soda/w/9637822
229801,Domaine des Pasquiers Plan de Dieu,Domaine des Pasquiers,159.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Grenache, Syrah, Mourvèdre",3.8,7104,,vertex-ai-search,https://www.vivino.com/sv/domaine-des-pasquiers-cotes-du-rhone-villages-plan-de-dieu/w/1179856
7413401,Philipp Kuhn Pinot Noir Tradition,Philipp Kuhn,199.0,750 ml,Glasflaska,Kryddigt & Mustigt,Tyskland,Pinot noir,3.8,106,0.88,vivino-sök,https://www.vivino.com/w/11289603
450501,Dehesa La Granja,Fernández Rivera,139.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,3.8,13307,,vertex-ai-search,https://www.vivino.com/sv/dehesa-la-granja-tinto/w/1152838
224501,Sancerre Les Belles Dames,Gitton Père et Fils,245.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.9,5407,,websearch,https://www.vivino.com/sv/gitton-pere-et-fils-silex-sancerre-les-belles-dames/w/1175675
7917501,Gérard Bertrand Picpoul de Pinet,Gérard Bertrand,129.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Picpoule,3.8,156,0.82,vivino-sök,https://www.vivino.com/w/1206906
2007601,Monterustico Dogliani,Monterustico,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Dolcetto,3.8,4280,,vertex-ai-search,https://www.vivino.com/sv/monterustico-dogliani/w/5224366
7939401,Von Winning Win Win Riesling Trocken,Von Winning,159.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,3.8,9637,0.81,vivino-sök,https://www.vivino.com/w/1210237
528401,Pouilly-Fumé,Caves des Perrières,219.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.8,3153,,vertex-ai-search,https://www.vivino.com/sv/caves-des-perrieres-pouilly-fume-pouilly-fume/w/1695387
5607101,Jérôme Arnoux Brut Nature,Jérôme Arnoux,199.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",3.8,1774,,vertex-ai-search,https://www.vivino.com/sv/jerome-arnoux-brut-nature-jura/w/10603588
659701,Gnarly Head Old Vine Zinfandel,Gnarly Head Wines,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,USA,"Zinfandel, Petite sirah",3.8,3781,0.88,vivino-sök,https://www.vivino.com/w/1591082
7063101,Chablis Le Finage La Chablisienne,La Chablisienne,195.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.8,1171,0.84,vivino-sök,https://www.vivino.com/w/16611
2014501,Alta Alella Mirgin Reserva Brut,Alta Alella,149.0,750 ml,Glasflaska,,Spanien,,3.8,2852,,vertex-ai-search,https://www.vivino.com/sv/alta-alella-mirgin-reserva-brut-nature/w/5447754
9298601,Costadilà 330 SLM,Costadilà,223.0,750 ml,Glasflaska,,Italien,Glera,3.8,2644,,vertex-ai-search,https://www.vivino.com/sv/costadila-threehundredthirty-slm/w/1604992
9132001,Langhe Rosato Josetta Saffirio,Josetta Saffirio,165.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Nebbiolo,3.8,48,0.8,vivino-sök,https://www.vivino.com/w/3271589
9067601,Magoutes Moschomavro,Magoutes Vineyard,229.0,750 ml,Glasflaska,,Grekland,,3.8,444,,websearch,https://www.vivino.com/sv/diamantis-magoutes-vineyard-moschomavro/w/9721919
